case,specie,location,family,region,age,loads,ecoregion,date,Day,Month,Year,Season,lat,long,alt,tmean,drange,isotherm,tseason,tmax,tmin,trange,twet,tdry,twarm,tcold,prec,pwetm,pdrym,pseason,pwetq,pdryq,pwarm,pcold,PromedioDege,Bd_total,Bd+,Prevalence
1,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Juvenile,324,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,2211.666667,12,11,0.916666667
1,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Juvenile,57,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,2211.666667,12,11,0.916666667
1,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Adult,9,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,9.363636364,11,8,0.727272727
1,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Adult,3,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,9.363636364,11,8,0.727272727
1,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Adult,20,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,9.363636364,11,8,0.727272727
1,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Adult,19,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,9.363636364,11,8,0.727272727
1,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Adult,4,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,9.363636364,11,8,0.727272727
1,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Adult,2,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,9.363636364,11,8,0.727272727
0,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Adult,1,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,9.363636364,11,8,0.727272727
0,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Adult,0,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,9.363636364,11,8,0.727272727
0,Pleurodema_thaul,Estero_Quilpue,Leptodactylidae,V,Adult,1,CM,01-30-2018,30,1,2018,Summer,-33.04,-71.3744,234,14.6,12,6.1,277.3,25.2,5.7,19.5,11.4,17.8,18.1,10.9,45.1,12.8,0.1,11.3,30.8,0.4,0.4,30.1,9.363636364,11,8,0.727272727
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,778,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,281,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,2023,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,6,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,18,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,8,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Juvenile,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,10,2,1,0.5
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,2,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,47,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,438,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Juvenile,20,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,10,2,1,0.5
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,23,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,13,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
1,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,6,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Hualqui,Leptodactylidae,VIII,Adult,0,VTF,11-10-2008,10,11,2008,Spring,-37.0212,-72.9712,141,12.8,11.3,5.5,302.6,24.8,4.5,20.3,9.7,16.9,16.9,9.1,143.2,29.2,2,8.3,81.8,7.6,7.6,75,125.6206897,29,12,0.413793103
0,Pleurodema_thaul,Huasco,Leptodactylidae,III,Adult,0,CM,02-01-2017,1,2,2017,Summer,-28.5337,-70.9195,244,16.8,11.4,5.9,276.1,26.9,7.7,19.2,13.8,20.4,20.4,13.4,4.7,1.4,0,12.2,3.4,0,0,3.2,0,2,0,0
0,Pleurodema_thaul,Huasco,Leptodactylidae,III,Adult,0,CM,02-01-2017,1,2,2017,Summer,-28.5337,-70.9195,244,16.8,11.4,5.9,276.1,26.9,7.7,19.2,13.8,20.4,20.4,13.4,4.7,1.4,0,12.2,3.4,0,0,3.2,0,2,0,0
1,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Juvenile,207,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,38.88888889,9,4,0.444444444
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Juvenile,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,38.88888889,9,4,0.444444444
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Juvenile,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,38.88888889,9,4,0.444444444
1,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Juvenile,110,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,38.88888889,9,4,0.444444444
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Juvenile,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,38.88888889,9,4,0.444444444
1,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Juvenile,4,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,38.88888889,9,4,0.444444444
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Tadpole,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,0,8,0,0
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Juvenile,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,38.88888889,9,4,0.444444444
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Tadpole,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,0,8,0,0
1,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Juvenile,29,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,38.88888889,9,4,0.444444444
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Juvenile,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,38.88888889,9,4,0.444444444
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Tadpole,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,0,8,0,0
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Tadpole,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,0,8,0,0
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Tadpole,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,0,8,0,0
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Tadpole,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,0,8,0,0
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Tadpole,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,0,8,0,0
0,Pleurodema_thaul,Humedal_R�o_Elqui,Leptodactylidae,IV,Tadpole,0,CM,12-17-2015,17,12,2015,Spring,-29.8973,-71.2446,19,15,7.8,5.3,229.3,22.5,8,14.5,12.2,17.1,18.1,12.2,7.9,2,0,10.2,5.4,0.1,0.2,5.4,0,8,0,0
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Adult,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,61.85714286,7,2,0.285714286
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
1,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Adult,31,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,61.85714286,7,2,0.285714286
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Adult,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,61.85714286,7,2,0.285714286
1,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,48,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Adult,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,61.85714286,7,2,0.285714286
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Adult,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,61.85714286,7,2,0.285714286
1,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Adult,402,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,61.85714286,7,2,0.285714286
1,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,48,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Adult,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,61.85714286,7,2,0.285714286
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
0,Pleurodema_thaul,Illapel,Leptodactylidae,IV,Juvenile,0,CM,01-10-2017,10,1,2017,Summer,-31.6196,-71.1418,348,15.1,12.1,5.7,338.6,26.2,5,21.2,11.2,19.4,19.4,10.7,21.2,5.1,0,10.8,13.9,0.2,0.2,13.8,5.333333333,18,2,0.111111111
